timestamp,open,high,low,close,volume,funding_rate,cot_large_spec_net,cot_commercial_net,cot_open_interest_all
2026-04-16 00:00:00+00:00,74773.4,74847.4,74400.5,74766.0,230753.24,2.09870467977e-05,2193,-2043,23761
2026-04-16 01:00:00+00:00,74765.9,74765.9,74410.3,74609.6,116591.23,2.09870467977e-05,2193,-2043,23761
2026-04-16 02:00:00+00:00,74609.6,75220.4,74556.8,74843.1,351525.76,2.09870467977e-05,2193,-2043,23761
2026-04-16 03:00:00+00:00,74843.0,75126.7,74822.2,74844.6,164700.61,2.09870467977e-05,2193,-2043,23761
2026-04-16 04:00:00+00:00,74844.6,75129.6,74680.0,74900.1,221334.31,2.09870467977e-05,2193,-2043,23761
2026-04-16 05:00:00+00:00,74900.0,75104.1,74850.1,75002.9,147579.49,2.09870467977e-05,2193,-2043,23761
2026-04-16 06:00:00+00:00,75002.9,75083.1,74813.7,74987.8,145350.72,2.09870467977e-05,2193,-2043,23761
2026-04-16 07:00:00+00:00,74987.8,75043.1,74600.0,74673.4,201722.25,2.09870467977e-05,2193,-2043,23761
2026-04-16 08:00:00+00:00,74673.5,74718.6,74474.0,74635.9,302982.79,2.09870467977e-05,2193,-2043,23761
2026-04-16 09:00:00+00:00,74635.8,74860.0,74555.0,74559.6,204740.1,2.09870467977e-05,2193,-2043,23761
2026-04-16 10:00:00+00:00,74559.7,74611.2,74240.0,74276.2,362410.27,2.09870467977e-05,2193,-2043,23761
2026-04-16 11:00:00+00:00,74276.3,74544.2,74250.1,74532.3,271465.75,2.09870467977e-05,2193,-2043,23761
2026-04-16 12:00:00+00:00,74532.4,74827.2,74532.3,74581.2,283747.14,2.09870467977e-05,2193,-2043,23761
2026-04-16 13:00:00+00:00,74581.3,74990.0,73220.2,73750.0,1170368.58,2.09870467977e-05,2193,-2043,23761
2026-04-16 14:00:00+00:00,73750.0,74150.0,73377.8,73937.1,893367.25,2.09870467977e-05,2193,-2043,23761
2026-04-16 15:00:00+00:00,73937.0,74855.0,73896.5,74660.0,777874.75,2.09870467977e-05,2193,-2043,23761
2026-04-16 16:00:00+00:00,74660.1,74899.8,74025.0,74136.9,488141.67,2.09870467977e-05,2193,-2043,23761
2026-04-16 17:00:00+00:00,74137.0,74414.4,73866.5,74302.8,391950.9,2.09870467977e-05,2193,-2043,23761
2026-04-16 18:00:00+00:00,74302.7,75088.0,74196.0,75003.9,388373.26,2.09870467977e-05,2193,-2043,23761
2026-04-16 19:00:00+00:00,75003.9,75388.0,74700.0,75317.0,416526.36,2.09870467977e-05,2193,-2043,23761
2026-04-16 20:00:00+00:00,75317.0,75522.3,74959.2,75185.6,300430.56,2.09870467977e-05,2193,-2043,23761
2026-04-16 21:00:00+00:00,75185.7,75244.0,74747.0,74903.2,197186.63,2.09870467977e-05,2193,-2043,23761
2026-04-16 22:00:00+00:00,74903.2,75083.4,74784.4,74833.5,156913.45,2.09870467977e-05,2193,-2043,23761
2026-04-16 23:00:00+00:00,74833.6,75148.9,74797.3,75106.7,138477.61,2.09870467977e-05,2193,-2043,23761
2026-04-17 00:00:00+00:00,75106.7,75114.3,74840.9,74900.1,126584.41,2.09870467977e-05,2193,-2043,23761
2026-04-17 01:00:00+00:00,74900.1,75000.0,74525.0,74699.0,239233.04,2.09870467977e-05,2193,-2043,23761
2026-04-17 02:00:00+00:00,74699.0,74772.4,74495.2,74660.5,145586.17,2.09870467977e-05,2193,-2043,23761
2026-04-17 03:00:00+00:00,74660.5,74798.9,74558.6,74577.3,176692.73,2.09870467977e-05,2193,-2043,23761
2026-04-17 04:00:00+00:00,74577.2,74820.5,74550.1,74749.0,130889.32,2.09870467977e-05,2193,-2043,23761
2026-04-17 05:00:00+00:00,74749.0,74766.6,74510.3,74606.0,155932.4,2.09870467977e-05,2193,-2043,23761
2026-04-17 06:00:00+00:00,74606.1,74909.3,74555.0,74896.7,189233.52,2.09870467977e-05,2193,-2043,23761
2026-04-17 07:00:00+00:00,74896.8,75064.7,74892.6,75043.8,338244.89,2.09870467977e-05,2193,-2043,23761
2026-04-17 08:00:00+00:00,75043.7,75849.2,74961.4,75739.3,781758.43,2.09870467977e-05,2193,-2043,23761
2026-04-17 09:00:00+00:00,75739.3,76348.0,75471.9,75736.0,1263043.83,2.09870467977e-05,2193,-2043,23761
2026-04-17 10:00:00+00:00,75736.0,75850.0,75037.0,75233.8,598645.78,2.09870467977e-05,2193,-2043,23761
2026-04-17 11:00:00+00:00,75233.7,75564.6,75200.7,75544.1,252539.0,2.09870467977e-05,2193,-2043,23761
2026-04-17 12:00:00+00:00,75544.1,76229.2,75483.0,76190.0,699751.09,2.09870467977e-05,2193,-2043,23761
2026-04-17 13:00:00+00:00,76190.0,77397.2,76005.6,77299.9,2846085.91,2.09870467977e-05,2193,-2043,23761
2026-04-17 14:00:00+00:00,77299.9,78036.1,76980.0,77844.1,1643053.17,2.09870467977e-05,2193,-2043,23761
2026-04-17 15:00:00+00:00,77844.2,77939.3,77389.5,77740.1,736550.15,2.09870467977e-05,2193,-2043,23761
2026-04-17 16:00:00+00:00,77740.1,78323.0,77656.9,77826.0,811003.38,2.09870467977e-05,2193,-2043,23761
2026-04-17 17:00:00+00:00,77825.9,77886.3,77075.1,77487.9,772904.42,2.09870467977e-05,2193,-2043,23761
2026-04-17 18:00:00+00:00,77487.8,77536.7,77058.0,77129.5,357864.68,2.09870467977e-05,2193,-2043,23761
2026-04-17 19:00:00+00:00,77129.6,77440.9,76920.6,77354.6,337037.26,2.09870467977e-05,2193,-2043,23761
2026-04-17 20:00:00+00:00,77354.6,77598.4,77125.0,77292.8,201342.43,2.09870467977e-05,2193,-2043,23761
2026-04-17 21:00:00+00:00,77292.8,77460.0,77244.1,77404.2,102478.05,2.09870467977e-05,2193,-2043,23761
2026-04-17 22:00:00+00:00,77404.1,77473.6,77230.0,77260.0,133640.08,2.09870467977e-05,2193,-2043,23761
2026-04-17 23:00:00+00:00,77259.9,77270.3,76856.1,77033.1,249114.24,2.09870467977e-05,2193,-2043,23761
2026-04-18 00:00:00+00:00,77033.0,77220.0,76930.7,77134.2,180276.26,2.09870467977e-05,2193,-2043,23761
2026-04-18 01:00:00+00:00,77134.2,77293.5,77076.5,77178.5,124257.55,2.09870467977e-05,2193,-2043,23761
2026-04-18 02:00:00+00:00,77178.5,77392.4,77080.0,77243.5,130276.22,2.09870467977e-05,2193,-2043,23761
2026-04-18 03:00:00+00:00,77243.6,77255.2,76922.0,76975.2,180467.59,2.09870467977e-05,2193,-2043,23761
2026-04-18 04:00:00+00:00,76975.1,77141.4,76824.4,77072.2,194016.31,2.09870467977e-05,2193,-2043,23761
2026-04-18 05:00:00+00:00,77072.2,77250.0,77072.1,77086.8,113804.24,2.09870467977e-05,2193,-2043,23761
2026-04-18 06:00:00+00:00,77086.8,77187.9,77014.5,77094.4,101467.55,2.09870467977e-05,2193,-2043,23761
2026-04-18 07:00:00+00:00,77094.4,77094.4,76863.8,76969.3,130867.46,2.09870467977e-05,2193,-2043,23761
2026-04-18 08:00:00+00:00,76969.3,77016.0,76459.0,76700.0,625609.03,2.09870467977e-05,2193,-2043,23761
2026-04-18 09:00:00+00:00,76700.0,76700.0,76370.2,76560.9,260591.4,2.09870467977e-05,2193,-2043,23761
2026-04-18 10:00:00+00:00,76560.9,76561.0,76100.0,76164.6,539719.98,2.09870467977e-05,2193,-2043,23761
2026-04-18 11:00:00+00:00,76164.6,76164.7,75733.3,76008.5,542661.13,2.09870467977e-05,2193,-2043,23761
2026-04-18 12:00:00+00:00,76008.5,76267.3,76004.1,76167.6,233420.56,2.09870467977e-05,2193,-2043,23761
2026-04-18 13:00:00+00:00,76167.6,76176.8,75760.0,76083.7,248056.85,2.09870467977e-05,2193,-2043,23761
2026-04-18 14:00:00+00:00,76083.6,76266.1,75939.8,76214.7,268656.62,2.09870467977e-05,2193,-2043,23761
2026-04-18 15:00:00+00:00,76214.7,76345.2,75928.8,76121.9,185678.35,2.09870467977e-05,2193,-2043,23761
2026-04-18 16:00:00+00:00,76121.8,76172.0,75623.2,75903.8,427420.2,2.09870467977e-05,2193,-2043,23761
2026-04-18 17:00:00+00:00,75903.7,75939.3,75738.3,75788.0,259923.71,2.09870467977e-05,2193,-2043,23761
2026-04-18 18:00:00+00:00,75788.0,75800.0,75370.0,75603.6,347862.05,2.09870467977e-05,2193,-2043,23761
2026-04-18 19:00:00+00:00,75603.6,75761.5,75526.5,75609.8,116696.17,2.09870467977e-05,2193,-2043,23761
2026-04-18 20:00:00+00:00,75609.8,75798.3,75564.3,75707.6,106892.39,2.09870467977e-05,2193,-2043,23761
2026-04-18 21:00:00+00:00,75707.7,75796.3,75547.7,75776.5,71121.68,2.09870467977e-05,2193,-2043,23761
2026-04-18 22:00:00+00:00,75776.6,75835.9,75570.0,75768.6,82813.49,2.09870467977e-05,2193,-2043,23761
2026-04-18 23:00:00+00:00,75768.6,75861.1,75649.5,75649.6,80666.11,2.09870467977e-05,2193,-2043,23761
2026-04-19 00:00:00+00:00,75649.5,75811.1,75503.0,75629.0,160550.97,2.09870467977e-05,2193,-2043,23761
2026-04-19 01:00:00+00:00,75629.1,75745.5,75403.0,75576.1,177052.74,2.09870467977e-05,2193,-2043,23761
2026-04-19 02:00:00+00:00,75576.2,75679.8,75343.1,75444.5,185877.07,2.09870467977e-05,2193,-2043,23761
2026-04-19 03:00:00+00:00,75444.4,75607.7,75310.4,75473.4,179642.23,2.09870467977e-05,2193,-2043,23761
2026-04-19 04:00:00+00:00,75473.3,75755.0,75379.7,75633.0,262264.19,2.09870467977e-05,2193,-2043,23761
2026-04-19 05:00:00+00:00,75633.0,75656.0,75480.0,75508.2,87247.34,2.09870467977e-05,2193,-2043,23761
2026-04-19 06:00:00+00:00,75508.1,75513.9,75250.5,75364.7,192145.83,2.09870467977e-05,2193,-2043,23761
2026-04-19 07:00:00+00:00,75364.7,75365.0,74837.4,75210.3,583340.11,2.09870467977e-05,2193,-2043,23761
2026-04-19 08:00:00+00:00,75210.2,75268.7,75015.2,75223.0,146056.02,2.09870467977e-05,2193,-2043,23761
2026-04-19 09:00:00+00:00,75223.0,75234.2,74888.0,74989.1,197993.47,2.09870467977e-05,2193,-2043,23761
2026-04-19 10:00:00+00:00,74989.2,75223.1,74900.1,75197.2,184329.62,2.09870467977e-05,2193,-2043,23761
2026-04-19 11:00:00+00:00,75197.3,75595.8,75186.0,75560.7,386705.64,2.09870467977e-05,2193,-2043,23761
2026-04-19 12:00:00+00:00,75560.7,75658.0,75380.0,75535.7,269204.69,2.09870467977e-05,2193,-2043,23761
2026-04-19 13:00:00+00:00,75535.8,76219.3,75508.4,75884.8,613712.45,2.09870467977e-05,2193,-2043,23761
2026-04-19 14:00:00+00:00,75884.9,76108.9,75623.8,75980.0,329551.72,2.09870467977e-05,2193,-2043,23761
2026-04-19 15:00:00+00:00,75980.0,76120.0,75337.2,75806.8,371979.01,2.09870467977e-05,2193,-2043,23761
2026-04-19 16:00:00+00:00,75806.7,75816.1,75255.2,75347.0,263036.77,2.09870467977e-05,2193,-2043,23761
2026-04-19 17:00:00+00:00,75347.1,75359.5,74571.6,74750.9,579126.86,2.09870467977e-05,2193,-2043,23761
2026-04-19 18:00:00+00:00,74751.0,74875.7,74550.0,74744.1,321997.98,2.09870467977e-05,2193,-2043,23761
2026-04-19 19:00:00+00:00,74744.1,75049.0,74744.1,74935.0,163453.04,2.09870467977e-05,2193,-2043,23761
2026-04-19 20:00:00+00:00,74935.0,74935.0,74367.3,74603.1,284560.47,2.09870467977e-05,2193,-2043,23761
2026-04-19 21:00:00+00:00,74603.0,74791.2,74300.0,74387.0,205140.49,2.09870467977e-05,2193,-2043,23761
2026-04-19 22:00:00+00:00,74387.0,74387.0,73716.3,74010.1,767372.91,2.09870467977e-05,2193,-2043,23761
2026-04-19 23:00:00+00:00,74010.1,74032.9,73750.0,73767.8,330034.64,2.09870467977e-05,2193,-2043,23761
2026-04-20 00:00:00+00:00,73768.4,74326.7,73666.0,74241.3,567189.15,2.09870467977e-05,2193,-2043,23761
2026-04-20 01:00:00+00:00,74241.4,74727.1,74180.0,74563.9,416202.1,2.09870467977e-05,2193,-2043,23761
2026-04-20 02:00:00+00:00,74564.0,74600.0,74265.6,74382.2,235801.43,2.09870467977e-05,2193,-2043,23761
2026-04-20 03:00:00+00:00,74382.2,74604.1,74314.6,74600.1,145172.13,2.09870467977e-05,2193,-2043,23761
2026-04-20 04:00:00+00:00,74600.1,74608.7,74400.5,74532.0,105950.95,2.09870467977e-05,2193,-2043,23761
2026-04-20 05:00:00+00:00,74531.9,74531.9,74073.6,74240.1,257921.07,2.09870467977e-05,2193,-2043,23761
2026-04-20 06:00:00+00:00,74240.1,74872.0,74218.3,74755.7,371213.35,2.09870467977e-05,2193,-2043,23761
2026-04-20 07:00:00+00:00,74755.7,75562.2,74618.0,74799.9,1136539.31,2.09870467977e-05,2193,-2043,23761
2026-04-20 08:00:00+00:00,74799.9,74966.5,74579.0,74692.6,287895.9,2.09870467977e-05,2193,-2043,23761
2026-04-20 09:00:00+00:00,74692.5,75199.0,74662.4,75027.3,513190.26,2.09870467977e-05,2193,-2043,23761
2026-04-20 10:00:00+00:00,75027.4,75363.6,74955.0,74987.9,266238.26,2.09870467977e-05,2193,-2043,23761
2026-04-20 11:00:00+00:00,74988.0,75246.0,74912.6,75154.0,165536.03,2.09870467977e-05,2193,-2043,23761
2026-04-20 12:00:00+00:00,75154.0,75624.7,75000.0,75251.5,462817.27,2.09870467977e-05,2193,-2043,23761
2026-04-20 13:00:00+00:00,75251.5,75379.4,74811.0,75231.3,576500.01,2.09870467977e-05,2193,-2043,23761
2026-04-20 14:00:00+00:00,75231.3,75742.3,74868.4,74995.0,726641.24,2.09870467977e-05,2193,-2043,23761
2026-04-20 15:00:00+00:00,74995.0,75741.9,74654.2,75669.8,733337.72,2.09870467977e-05,2193,-2043,23761
2026-04-20 16:00:00+00:00,75669.9,75679.0,75243.5,75300.6,280375.35,2.09870467977e-05,2193,-2043,23761
2026-04-20 17:00:00+00:00,75299.9,75937.7,75237.9,75849.6,389172.72,2.09870467977e-05,2193,-2043,23761
2026-04-20 18:00:00+00:00,75849.6,76430.9,75849.6,76389.9,752698.44,2.09870467977e-05,2193,-2043,23761
2026-04-20 19:00:00+00:00,76390.0,76448.0,76085.0,76248.0,263842.84,2.09870467977e-05,2193,-2043,23761
2026-04-20 20:00:00+00:00,76247.9,76548.5,76069.8,76233.5,218269.2,2.09870467977e-05,2193,-2043,23761
2026-04-20 21:00:00+00:00,76233.4,76334.2,75733.6,75911.9,202480.2,2.09870467977e-05,2193,-2043,23761
2026-04-20 22:00:00+00:00,75911.9,76108.3,75856.8,75928.7,140262.33,2.09870467977e-05,2193,-2043,23761
2026-04-20 23:00:00+00:00,75928.7,75928.7,75564.8,75803.4,283531.86,2.09870467977e-05,2193,-2043,23761
2026-04-21 00:00:00+00:00,75803.4,76078.8,75665.5,76073.0,298610.74,2.09870467977e-05,2071,-2250,24994
2026-04-21 01:00:00+00:00,76073.0,76249.9,75823.1,75897.5,279972.43,2.09870467977e-05,2071,-2250,24994
2026-04-21 02:00:00+00:00,75897.5,75897.9,75543.9,75553.2,250782.42,2.09870467977e-05,2071,-2250,24994
2026-04-21 03:00:00+00:00,75553.1,75699.9,75441.0,75684.3,219172.38,2.09870467977e-05,2071,-2250,24994
2026-04-21 04:00:00+00:00,75684.4,75797.8,75565.9,75779.9,151179.97,2.09870467977e-05,2071,-2250,24994
2026-04-21 05:00:00+00:00,75779.8,75957.7,75741.0,75771.7,159206.47,2.09870467977e-05,2071,-2250,24994
2026-04-21 06:00:00+00:00,75771.6,76100.0,75659.0,75930.1,215147.62,2.09870467977e-05,2071,-2250,24994
2026-04-21 07:00:00+00:00,75930.0,76275.0,75774.0,76051.4,326847.02,2.09870467977e-05,2071,-2250,24994
2026-04-21 08:00:00+00:00,76051.5,76924.5,76025.0,76472.1,654211.66,2.09870467977e-05,2071,-2250,24994
2026-04-21 09:00:00+00:00,76472.0,76561.7,76118.0,76330.9,354107.87,2.09870467977e-05,2071,-2250,24994
2026-04-21 10:00:00+00:00,76331.0,76849.9,76312.6,76705.0,307916.73,2.09870467977e-05,2071,-2250,24994
2026-04-21 11:00:00+00:00,76705.0,76725.9,76287.0,76406.7,371708.52,2.09870467977e-05,2071,-2250,24994
2026-04-21 12:00:00+00:00,76406.6,76500.0,75680.0,75985.2,675555.69,2.09870467977e-05,2071,-2250,24994
2026-04-21 13:00:00+00:00,75985.2,76158.0,75696.2,75862.2,448540.69,2.09870467977e-05,2071,-2250,24994
2026-04-21 14:00:00+00:00,75862.2,76567.2,75567.2,75631.3,742741.87,2.09870467977e-05,2071,-2250,24994
2026-04-21 15:00:00+00:00,75631.3,75940.0,75300.0,75795.6,647562.55,2.09870467977e-05,2071,-2250,24994
2026-04-21 16:00:00+00:00,75795.6,76166.0,75722.6,75746.0,306327.17,2.09870467977e-05,2071,-2250,24994
2026-04-21 17:00:00+00:00,75746.0,75868.7,75009.0,75507.9,834491.51,2.09870467977e-05,2071,-2250,24994
2026-04-21 18:00:00+00:00,75508.0,75628.4,75267.4,75565.4,252079.07,2.09870467977e-05,2071,-2250,24994
2026-04-21 19:00:00+00:00,75565.4,75869.8,74766.1,74985.7,587601.19,2.09870467977e-05,2071,-2250,24994
2026-04-21 20:00:00+00:00,74985.7,75815.0,74943.6,75650.1,435903.27,2.09870467977e-05,2071,-2250,24994
2026-04-21 21:00:00+00:00,75650.0,75724.8,75404.5,75502.1,89465.0,2.09870467977e-05,2071,-2250,24994
2026-04-21 22:00:00+00:00,75502.0,75611.4,75250.0,75598.0,162783.88,2.09870467977e-05,2071,-2250,24994
2026-04-21 23:00:00+00:00,75597.9,76400.0,75572.7,76302.1,499489.71,2.09870467977e-05,2071,-2250,24994
2026-04-22 00:00:00+00:00,76302.2,76480.0,76190.5,76339.9,292256.31,2.09870467977e-05,2071,-2250,24994
2026-04-22 01:00:00+00:00,76339.9,76399.9,76111.0,76273.8,219601.03,2.09870467977e-05,2071,-2250,24994
2026-04-22 02:00:00+00:00,76273.8,77633.5,76190.6,77580.3,1345759.33,2.09870467977e-05,2071,-2250,24994
2026-04-22 03:00:00+00:00,77580.2,77717.8,77368.7,77493.7,493941.82,2.09870467977e-05,2071,-2250,24994
2026-04-22 04:00:00+00:00,77493.8,77685.0,77323.4,77487.4,319632.2,2.09870467977e-05,2071,-2250,24994
2026-04-22 05:00:00+00:00,77487.4,78420.2,77413.6,77950.0,1292434.53,2.09870467977e-05,2071,-2250,24994
2026-04-22 06:00:00+00:00,77950.0,77997.7,77850.1,77970.1,241384.9,2.09870467977e-05,2071,-2250,24994
2026-04-22 07:00:00+00:00,77970.1,78075.0,77765.9,77977.8,302885.22,2.09870467977e-05,2071,-2250,24994
2026-04-22 08:00:00+00:00,77977.9,78168.0,77899.2,77970.5,239694.57,2.09870467977e-05,2071,-2250,24994
2026-04-22 09:00:00+00:00,77970.6,78150.0,77907.8,77964.8,161585.53,2.09870467977e-05,2071,-2250,24994
2026-04-22 10:00:00+00:00,77964.8,78148.0,77904.5,78122.0,160456.34,2.09870467977e-05,2071,-2250,24994
2026-04-22 11:00:00+00:00,78122.0,78361.2,78050.3,78262.6,329907.38,2.09870467977e-05,2071,-2250,24994
2026-04-22 12:00:00+00:00,78262.6,78499.8,78062.5,78191.0,561886.64,2.09870467977e-05,2071,-2250,24994
2026-04-22 13:00:00+00:00,78191.1,78794.0,78118.0,78786.2,741252.62,2.09870467977e-05,2071,-2250,24994
2026-04-22 14:00:00+00:00,78786.3,79167.5,78540.6,79000.8,1214485.66,2.09870467977e-05,2071,-2250,24994
2026-04-22 15:00:00+00:00,79000.9,79375.3,78785.5,79233.1,695129.1,2.09870467977e-05,2071,-2250,24994
2026-04-22 16:00:00+00:00,79233.1,79443.4,78592.0,78703.4,679166.08,2.09870467977e-05,2071,-2250,24994
2026-04-22 17:00:00+00:00,78703.4,79000.0,78658.0,78858.3,308572.94,2.09870467977e-05,2071,-2250,24994
2026-04-22 18:00:00+00:00,78858.4,79132.9,78777.0,78984.0,202424.53,2.09870467977e-05,2071,-2250,24994
2026-04-22 19:00:00+00:00,78984.1,79028.0,78661.0,78798.4,325470.85,2.09870467977e-05,2071,-2250,24994
2026-04-22 20:00:00+00:00,78798.5,78887.8,78373.4,78404.0,272871.93,2.09870467977e-05,2071,-2250,24994
2026-04-22 21:00:00+00:00,78404.1,78791.8,78384.3,78715.3,166962.98,2.09870467977e-05,2071,-2250,24994
2026-04-22 22:00:00+00:00,78715.3,78783.8,78414.2,78555.1,138126.09,2.09870467977e-05,2071,-2250,24994
2026-04-22 23:00:00+00:00,78555.1,78566.0,78112.0,78147.0,229633.32,2.09870467977e-05,2071,-2250,24994
2026-04-23 00:00:00+00:00,78147.1,78545.9,77544.0,78399.9,692874.92,2.09870467977e-05,2071,-2250,24994
2026-04-23 01:00:00+00:00,78399.9,78437.0,78015.0,78314.3,285718.19,2.09870467977e-05,2071,-2250,24994
2026-04-23 02:00:00+00:00,78314.4,78320.0,77702.1,77894.2,436414.28,2.09870467977e-05,2071,-2250,24994
2026-04-23 03:00:00+00:00,77894.2,77978.0,77425.9,77704.3,487924.67,2.09870467977e-05,2071,-2250,24994
2026-04-23 04:00:00+00:00,77704.2,77917.0,77636.4,77873.8,220133.17,2.09870467977e-05,2071,-2250,24994
2026-04-23 05:00:00+00:00,77873.8,78080.0,77727.7,77990.9,253526.25,2.09870467977e-05,2071,-2250,24994
2026-04-23 06:00:00+00:00,77990.8,78299.3,77990.8,78158.0,330278.97,2.09870467977e-05,2071,-2250,24994
2026-04-23 07:00:00+00:00,78158.0,78200.2,77936.1,78004.0,178280.25,2.09870467977e-05,2071,-2250,24994
2026-04-23 08:00:00+00:00,78004.0,78142.0,77684.0,77816.3,308240.4,2.09870467977e-05,2071,-2250,24994
2026-04-23 09:00:00+00:00,77816.2,77822.9,77366.5,77619.0,442557.12,2.09870467977e-05,2071,-2250,24994
2026-04-23 10:00:00+00:00,77619.0,77684.0,77130.6,77370.3,551524.8,2.09870467977e-05,2071,-2250,24994
2026-04-23 11:00:00+00:00,77370.4,77717.9,77328.6,77659.3,262487.41,2.09870467977e-05,2071,-2250,24994
2026-04-23 12:00:00+00:00,77659.3,77842.4,77476.7,77819.4,419492.87,2.09870467977e-05,2071,-2250,24994
2026-04-23 13:00:00+00:00,77819.5,77871.8,77350.0,77494.2,358648.48,2.09870467977e-05,2071,-2250,24994
2026-04-23 14:00:00+00:00,77494.2,78167.4,77380.0,78135.2,571255.49,2.09870467977e-05,2071,-2250,24994
2026-04-23 15:00:00+00:00,78135.1,78620.0,77932.1,78331.3,979793.01,2.09870467977e-05,2071,-2250,24994
2026-04-23 16:00:00+00:00,78331.2,78470.0,77974.9,78051.7,367614.91,2.09870467977e-05,2071,-2250,24994
2026-04-23 17:00:00+00:00,78051.7,78138.4,76911.1,77717.9,1260980.31,2.09870467977e-05,2071,-2250,24994
2026-04-23 18:00:00+00:00,77717.9,78100.0,77628.6,77636.3,565131.91,2.09870467977e-05,2071,-2250,24994
2026-04-23 19:00:00+00:00,77636.3,77855.3,77557.2,77674.2,245713.78,2.09870467977e-05,2071,-2250,24994
2026-04-23 20:00:00+00:00,77674.1,78023.8,77601.9,77844.9,190727.8,2.09870467977e-05,2071,-2250,24994
2026-04-23 21:00:00+00:00,77844.9,78038.0,77760.0,77828.5,94311.02,2.09870467977e-05,2071,-2250,24994
2026-04-23 22:00:00+00:00,77828.4,78299.7,77825.6,78191.0,198842.54,2.09870467977e-05,2071,-2250,24994
2026-04-23 23:00:00+00:00,78191.0,78263.2,77976.5,78209.7,141178.88,2.09870467977e-05,2071,-2250,24994
2026-04-24 00:00:00+00:00,78209.8,78449.6,78120.0,78379.4,191935.58,2.09870467977e-05,2071,-2250,24994
2026-04-24 01:00:00+00:00,78379.3,78465.3,77905.7,78390.1,467799.77,2.09870467977e-05,2071,-2250,24994
2026-04-24 02:00:00+00:00,78390.0,78546.9,78038.5,78092.3,358055.66,2.09870467977e-05,2071,-2250,24994
2026-04-24 03:00:00+00:00,78092.3,78152.8,77521.0,77702.2,502104.8,2.09870467977e-05,2071,-2250,24994
2026-04-24 04:00:00+00:00,77702.3,77843.1,77435.4,77628.3,333360.31,2.09870467977e-05,2071,-2250,24994
2026-04-24 05:00:00+00:00,77628.3,77997.8,77400.7,77909.9,283170.49,2.09870467977e-05,2071,-2250,24994
2026-04-24 06:00:00+00:00,77909.9,77949.5,77714.6,77741.1,163549.41,2.09870467977e-05,2071,-2250,24994
2026-04-24 07:00:00+00:00,77741.1,77811.0,77504.9,77623.0,251390.44,2.09870467977e-05,2071,-2250,24994
2026-04-24 08:00:00+00:00,77623.1,77975.0,77534.8,77746.3,246694.86,2.09870467977e-05,2071,-2250,24994
2026-04-24 09:00:00+00:00,77746.3,77784.8,77328.5,77499.5,358382.5,2.09870467977e-05,2071,-2250,24994
2026-04-24 10:00:00+00:00,77499.5,77745.9,77409.8,77709.8,187609.49,2.09870467977e-05,2071,-2250,24994
2026-04-24 11:00:00+00:00,77709.8,78347.1,77709.8,78191.3,744915.84,2.09870467977e-05,2071,-2250,24994
2026-04-24 12:00:00+00:00,78191.3,78299.6,77956.3,78233.3,287973.03,2.09870467977e-05,2071,-2250,24994
2026-04-24 13:00:00+00:00,78233.2,78440.0,77864.8,78051.9,568225.99,2.09870467977e-05,2071,-2250,24994
